Name,Movie_url,Poster_url,Year,Category,Run_Time,Rating,Storyline,Index
Bottom Live,https://www.imdb.com/title/tt0149937/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTc2ODk3OTAyM15BMl5BanBnXkFtZTcwNzk0ODQyMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",1993,Comedy            ,101 min,8.2,"Richie buys an inflatable doll named Monica as his lover, and he tries to conceal it from Eddie. But it all goes terribly wrong when Richie accidentally super glues Monica to his groin, mistaking Eddie's super glue for Handcream.",401
I Don't Want to Go Back Alone,https://www.imdb.com/title/tt1687221/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjE1NjgyNjYyM15BMl5BanBnXkFtZTgwODk2MzYwNDE@._V1_UY209_CR4,0,140,209_AL_.jpg",2010,"Short, Drama, Romance            ",17 min,8.2,"The arrival of a new student in school changes Leonardo's life. This 15 year-old blind teenager has to deal with the jealousy of his friend Giovana while figuring out the new feelings he's having towards his new friend, Gabriel.",402
Double King,https://www.imdb.com/title/tt7189380/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmY5YmMwZWEtMDIyOC00NWMyLWE3NWQtYWMzNWRhMzQ2NWJmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX140_CR0,0,140,209_AL_.jpg",2017,"Animation, Short, Comedy            ",10 min,8.2,A king steals crowns from various other rulers.,403
They Don't Wear Black Tie,https://www.imdb.com/title/tt0082317/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYmYyZmQyZDAtMzQwYi00ZGE4LTlkZGItZDhhMjkzNzE2MmRkXkEyXkFqcGdeQXVyNDc2MTA2NDg@._V1_UY209_CR7,0,140,209_AL_.jpg",1981,Drama            ,120 min,8.2,"Union leader's son doesn't want to engage in a strike, because his wife is pregnant, thus disregarding his father's tradition of political activism.",404
Don't Hug Me I'm Scared 4,https://www.imdb.com/title/tt5114582/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzI4ZTg2MzktMjViMi00ZTk2LWJkNjktZWViMmEzNDZmODc4XkEyXkFqcGdeQXVyMTEzMjE0Njg4._V1_UY209_CR11,0,140,209_AL_.jpg",2015,"Animation, Short, Comedy            ",5 min,8.2,"After getting stumped at a board game, Red Guy, Yellow Guy and Duck would like to learn more about the world, and Colin the Computer is eager to help.",405
A Plumbing We Will Go,https://www.imdb.com/title/tt0032917/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNWMxZjM3ZWYtMzMzOS00ZDFmLThlMjQtZThhOGI2Y2YxNzE0XkEyXkFqcGdeQXVyMjU0NjEwNTE@._V1_UY209_CR73,0,140,209_AL_.jpg",1940,"Comedy, Short            ",18 min,8.2,"To escape the police, the Stooges pose as plumbers contracted to fix a mansion's plumbing, which inevitably causes destructive chaos.",406
"War and Peace, Part IV: Pierre Bezukhov",https://www.imdb.com/title/tt0062456/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjBkODg4OTEtYjMxMS00YzVkLTkzNTItZGI5OGI2N2QwZGUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxMjkwMjI@._V1_UX140_CR0,0,140,209_AL_.jpg",1967,Drama            ,100 min,8.2,"An epic film based on the novel by Lev Tolstoy ""War and Peace"".",407
David Lynch Cooks Quinoa,https://www.imdb.com/title/tt8021928/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTEwNDE3NjItZjNlNy00Nzg3LWIzNmItOTQ4NmYzZWVlZjlhXkEyXkFqcGdeQXVyNjkwMTYxMTE@._V1_UY209_CR139,0,140,209_AL_.jpg",2007,"Documentary, Short            ",21 min,8.2,"David Lynch cooks quinoa, which is a thing he does as much as possible.",408
Children Underground,https://www.imdb.com/title/tt0264476/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTc5MjQxNjAxMV5BMl5BanBnXkFtZTcwMjk3NTEyMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",2001,Documentary            ,104 min,8.2,A profile of homeless Romanian children who were born victims of the nation's reckless population growth policy during its communist era.,409
Filmage: The Story of Descendents/All,https://www.imdb.com/title/tt2417154/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjA5NDE4MTI2Ml5BMl5BanBnXkFtZTgwNDAyNDMzMDE@._V1_UY209_CR0,0,140,209_AL_.jpg",2013,"Documentary, Biography, Music            ",90 min,8.2,"Long before punk inflicted its puncture wound on the mainstream, the Descendents were in a van brewing a potent concoction of pop, angst, love and coffee.",410
McCullin,https://www.imdb.com/title/tt2354205/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjMzMTUwNjc5OF5BMl5BanBnXkFtZTgwMDQ1NDAxMzE@._V1_UY209_CR8,0,140,209_AL_.jpg",2012,Documentary            ,91 min,8.2,"To many, Don McCullin is the greatest living war photographer, often cited as an inspiration for today's photojournalists. For the first time, McCullin speaks candidly about his ...                See full summary »",411
Winter Soldier,https://www.imdb.com/title/tt0204058/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTMyNTY3Mjk3Nl5BMl5BanBnXkFtZTcwNDA5ODIzMQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",1972,"Documentary, History, War            ",96 min,8.2,"For three days in 1971, former US soldiers who were in Vietnam testify in Detroit about their war experiences. Nearly 30 speak, describing atrocities personally committed or witnessed, ...                See full summary »",412
Pandora's Box,https://www.imdb.com/title/tt0437029/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTZjYjMyYjEtN2JmMy00Y2IzLTgzNWEtYjkyZDkzNmE1ODZiXkEyXkFqcGdeQXVyMjI4MDEzMTE@._V1_UY209_CR8,0,140,209_AL_.jpg",1992,Documentary            ,276 min,8.2,The consequences of exploiting technological and political ideas without understanding and concern for the outcome.,413
The Battle of Chile: Part II,https://www.imdb.com/title/tt0074187/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTY4OTA1ODc1N15BMl5BanBnXkFtZTgwOTk5MjIyNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",1976,"Documentary, History            ",88 min,8.2,"Filmmaker Patricio Guzmán tracks the deterioration of Salvador Allende's position following the attempted coup d'état of 29 June 1973, and analyzes the 10 weeks before Augusto Pinochet's CIA-backed seizure of power.",414
Amazing Journey: The Story of the Who,https://www.imdb.com/title/tt0462441/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTY0ODIzODI1MF5BMl5BanBnXkFtZTcwMDg3OTQ1MQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",2007,"Documentary, Music            ",237 min,8.2,"A documentary on The Who, featuring interviews with the band's two surviving members, Pete Townshend and Roger Daltrey.",415
42 Up,https://www.imdb.com/title/tt0164312/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZDc2Njc5Y2EtYTA3MS00ZDliLTk2NDMtOGYzMDk0OWExMzAyXkEyXkFqcGdeQXVyNjg1NzcwODE@._V1_UY209_CR15,0,140,209_AL_.jpg",1998,"Documentary, Biography            ",139 min,8.2,Director Michael Apted revisits the same group of British-born adults after a seven-year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,416
José and Pilar,https://www.imdb.com/title/tt1789810/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjI5NTUzNTI2OV5BMl5BanBnXkFtZTcwMTkzMDA5Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",2010,"Documentary, Biography            ",117 min,8.2,"A documentary on Nobel Prize Winner José Saramago and his feelings over his wife, his country and life, as a whole.",417
School Holidays in Prostokvashino,https://www.imdb.com/title/tt1315584/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNGQ2ZmVmM2ItOGYwOS00Yjc4LWI5YTYtNTBmYTJhMTUyYTE2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY209_CR1,0,140,209_AL_.jpg",1980,"Animation, Short, Adventure            ",18 min,8.2,"When his mom plans a vacation to a resort, little Fyodor runs away to family's cottage house instead, to visit his friends Matroskin the Cat and Sharik the Dog.",418
Full Force,https://www.imdb.com/title/tt10730850/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BY2Q3NGUyOGQtMzdjMi00NjI0LTg0MzItZDUwZjQ4YTYyNDYxXkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_UX140_CR0,0,140,209_AL_.jpg",2019,"Documentary, Biography, Comedy            ",52 min,8.2,"'AirsoftFatty' is a YouTuber, star wars fan, large guy, and airsofter. We took a look at his life, how he became fat, his journey to become not fat, and the passion him and his friends have for star wars.",419
Dying at Grace,https://www.imdb.com/title/tt0379269/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzFhNWFiZGMtMGIzNy00YjBiLTkzOWItYTZlOTAyY2VlNTAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR4,0,140,209_AL_.jpg",2003,Documentary            ,148 min,8.2,Director Allan King documents the final months of five terminally ill cancer patients at the Toronto Grace Health Centre.,420
Juvenile Court,https://www.imdb.com/title/tt0070258/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BM2YzZDQ1NzUtNjk4Yi00YWMzLWE3MjgtN2RkY2JlMjkwMjgyXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",1973,Documentary            ,144 min,8.2,"An unobtrusive and naturalistic examination of the goings-on of a children's court, Memphis Juvenile Court 616.",421
Winnie-the-Pooh Pays a Visit,https://www.imdb.com/title/tt0211730/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzcyYTFkMzktMjAyYy00ZWFiLTg3YzgtZjFkMzNkNjU0YTk4XkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_UX140_CR0,0,140,209_AL_.jpg",1971,"Animation, Short, Comedy            ",10 min,8.2,"Winnie the Pooh and Piglet visit their friend the rabbit. After a hearty breakfast of honey, Pooh finds it hard to leave.",422
"In the Blue Sea, in the White Foam ...",https://www.imdb.com/title/tt0487132/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjE4MWIxOTktM2UzOC00YmE4LTk5YTItNWQyYTNiYmQ1Mjk0XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UY209_CR3,0,140,209_AL_.jpg",1984,"Animation, Short, Family            ",8 min,8.2,Musical fantasy on the plots.,423
"Wow, a Talking Fish!",https://www.imdb.com/title/tt1352408/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTBhM2E4OTMtMjZhNS00NzdmLWIyMGItNWY1ZTUwNTg4MGEwXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY209_CR3,0,140,209_AL_.jpg",1983,"Animation, Short, Comedy            ",8 min,8.2,"A poor fisherman catches a talking fish, upon releasing it he summons a shape-shifting wizard by mistake.",424
Winnie-the-Pooh and a Busy Day,https://www.imdb.com/title/tt0208558/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTlhMzA1ZmYtODM1YS00YmZiLWI0MWQtM2Q3Y2FlM2UyOGI3XkEyXkFqcGdeQXVyNjMxODMyODU@._V1_UY209_CR8,0,140,209_AL_.jpg",1972,"Animation, Short, Comedy            ",21 min,8.2,Vinni-Pukh is trying to help his friend donkey with huge depression which happened to be on his birthday,425
La deuxième nuit,https://www.imdb.com/title/tt5501166/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZWViMDkwMjQtNWQ4MC00NDY5LTk1ZDYtYjkyNWUyMWVkYTJiXkEyXkFqcGdeQXVyMzE3NjMzNjU@._V1_UY209_CR4,0,140,209_AL_.jpg",2016,Documentary            ,75 min,8.2,"On the death of his mother, a filmmaker makes a film to see how much her disappearance has changed his vision of the world. It is an opportunity for him to look back over his relationship ...                See full summary »",426
 30 for 30,https://www.imdb.com/title/tt3682160/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNzIzMjI5ODkzN15BMl5BanBnXkFtZTgwNDQ3MTg1NDE@._V1_UY209_CR69,0,140,209_AL_.jpg",2009–,"Documentary, Biography, History            ",103 min,8.2,The Detroit Pistons of the late 1980s and early '90s seemed willing to do anything to win. That characteristic made them loved -- and hated. It earned them the title: Bad Boys.,427
Fargo,https://www.imdb.com/title/tt0116282/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg",1996,"Crime, Thriller            ",98 min,8.1,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,428
Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",2015,"Action, Adventure, Sci-Fi            ",120 min,8.1,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.",429
Gone Girl,https://www.imdb.com/title/tt2267998/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UY209_CR1,0,140,209_AL_.jpg",2014,"Drama, Mystery, Thriller            ",149 min,8.1,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",430
The Big Lebowski,https://www.imdb.com/title/tt0118715/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzliZDk0NjctNjhlOC00MWEyLWI3OWYtNjA5ZDYxMTMzNTc5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",1998,"Comedy, Crime            ",117 min,8.1,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",431
Prisoners,https://www.imdb.com/title/tt1392214/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",2013,"Crime, Drama, Mystery            ",153 min,8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",432
Stand by Me,https://www.imdb.com/title/tt0092005/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",1986,"Adventure, Comedy, Drama            ",89 min,8.1,A writer recounts a childhood journey with his friends to find the body of a missing boy.,433
How to Train Your Dragon,https://www.imdb.com/title/tt0892769/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",2010,"Animation, Action, Adventure            ",98 min,8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",434
The Terminator,https://www.imdb.com/title/tt0088247/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",1984,"Action, Sci-Fi            ",107 min,8.1,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",435
The Sound of Music,https://www.imdb.com/title/tt0059742/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYThiZTY5MTAtODgwNS00OGNjLThjYzItOTcxYmYxMGY5MzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1965,"Biography, Drama, Family            ",172 min,8.1,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,436
Blade Runner,https://www.imdb.com/title/tt0083658/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",1982,"Action, Drama, Sci-Fi            ",117 min,8.1,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,437
The Handmaiden,https://www.imdb.com/title/tt4016934/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR2,0,140,209_AL_.jpg",2016,"Drama, Romance, Thriller            ",145 min,8.1,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",438
Ratatouille,https://www.imdb.com/title/tt0382932/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",2007,"Animation, Adventure, Comedy            ",111 min,8.1,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,439
Ford v Ferrari,https://www.imdb.com/title/tt1950186/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_UY209_CR0,0,140,209_AL_.jpg",2019,"Action, Biography, Drama            ",152 min,8.1,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,440
The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UY209_CR0,0,140,209_AL_.jpg",2014,"Adventure, Comedy, Crime            ",99 min,8.1,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",441
Into the Wild,https://www.imdb.com/title/tt0758758/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR1,0,140,209_AL_.jpg",2007,"Adventure, Biography, Drama            ",148 min,8.1,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",442
Dead Poets Society,https://www.imdb.com/title/tt0097165/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",1989,"Comedy, Drama            ",128 min,8.1,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",443
Trainspotting,https://www.imdb.com/title/tt0117951/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg",1996,Drama            ,93 min,8.1,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",444
Chinatown,https://www.imdb.com/title/tt0071315/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",1974,"Drama, Mystery, Thriller            ",130 min,8.1,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",445
"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",2017,"Comedy, Crime, Drama            ",115 min,8.1,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,446
Warrior,https://www.imdb.com/title/tt1291584/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",2011,"Action, Drama, Sport            ",140 min,8.1,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",447
Catch Me If You Can,https://www.imdb.com/title/tt0264464/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UY209_CR0,0,140,209_AL_.jpg",2002,"Biography, Crime, Drama            ",141 min,8.1,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",448
